FID;Longitude;Latitude;wkd_day_value;wnd_day_value;wkd_night_value;wnd_night_value;mean_value_NO2;radiation;nightlight_450;nightlight_4950;nightlight_3150;nightlight_900;elevation;industry_1000;industry_100;industry_25;industry_3000;industry_300;industry_5000;industry_500;industry_50;population_1000;population_3000;population_5000;road_class_1_1000;road_class_1_100;road_class_1_25;road_class_1_3000;road_class_1_300;road_class_1_5000;road_class_1_500;road_class_1_50;road_class_2_1000;road_class_2_100;road_class_2_25;road_class_2_3000;road_class_2_300;road_class_2_5000;road_class_2_500;road_class_2_50;road_class_3_1000;road_class_3_100;road_class_3_25;road_class_3_3000;road_class_3_300;road_class_3_5000;road_class_3_500;road_class_3_50;temperature_2m_10;temperature_2m_11;temperature_2m_12;temperature_2m_1;temperature_2m_2;temperature_2m_3;temperature_2m_4;temperature_2m_5;temperature_2m_6;temperature_2m_7;temperature_2m_8;temperature_2m_9;TROP_2018;wind_speed_10m_10;wind_speed_10m_11;wind_speed_10m_12;wind_speed_10m_1;wind_speed_10m_2;wind_speed_10m_3;wind_speed_10m_4;wind_speed_10m_5;wind_speed_10m_6;wind_speed_10m_7;wind_speed_10m_8;wind_speed_10m_9;trop_mean_filt_2019;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;BldDen100;BldDen500;BldDen1000;NDVI;trafBuf25;trafBuf50;trafBuf100;trafBuf400;trafBuf800
401;8.6767;49.419528;27.92103208;20.94707483;21.28540622;19.63383085;24.22349109;3.124958;15.523825;6.923363;10.794186;15.806454;113.052673;14375;0;0;653125;0;1990000;14375;0;11334.50391;68320.01563;123540.9375;0;0;0;7608.986816;0;39093.42578;0;0;5237.861816;350.063721;25.006161;27884.32031;1182.356689;41159.67969;2070.968262;100.031662;23072.85156;64.401131;0;147123.4688;1500.562134;322213.25;5452.509277;0;11.974401;5.716511;3.221404;-2.214921;4.548585;8.494462;8.984937;15.290951;19.993029;20.337179;19.716639;14.073921;481.894287;2.451741;2.429107;2.924285;2.293585;2.624477;2.776141;2.112727;1.906386;2.27721;2.288653;1.867593;2.046925;7.00E-05;25.21891403;36.25089645;58.34541321;12.55247021;62.36748886;57.4676857;95.95176697;57.02065659;70.22879791;49.19659424;97.49071503;91.29614258;0.810059885;0.741718779;0.754456989;3173;778.375;778.375;778.375;809.1462369;845.8976787
402;8.684397;50.532965;17.35611356;13.34997941;18.14568062;17.98210275;16.84065056;3.012666;0.894617;1.879241;1.20801;0.798439;172.513947;0;0;0;206875;0;1838750;0;0;1840.624512;13447.40039;44799.19141;0;0;0;19388.03906;0;56651.375;0;0;0;0;0;0;0;420.183167;0;0;14548.80664;0;0;85062.79688;252.72316;258433.4688;3094.984131;0;11.418632;5.365689;2.845812;-1.840536;3.57946;7.313228;7.836537;14.492012;18.424149;19.034323;18.222586;13.23083;431.038269;2.966931;2.566437;3.117624;2.501702;2.854899;2.847383;2.453355;2.027907;2.528457;2.425943;2.11945;2.338829;6.16E-05;28.3035202;36.3600502;38.37150192;19.97802353;81.87306213;65.68077087;142.4447174;107.4566422;51.68291855;36.01304626;69.4379425;98.44815063;0;0.227389337;0.264035932;4222;0;0;0;0;0
403;8.691911;50.124589;55.07895362;41.34895918;38.68673077;40.09752381;47.13400354;3.066579;24.215504;25.186405;32.093185;25.933168;124.888702;0;0;0;1344375;0;6098750;0;0;13864.18457;105911.0703;259226.9688;0;0;0;18786.6543;0;61827.17188;0;0;8831.056641;401.676086;100.003448;65376.09375;1217.530762;111041.125;3248.362305;200.051224;47815.89844;353.49231;0;269660.0313;4040.268555;573401.3125;13238.19922;46.938965;12.032884;5.89245;3.455569;-1.322458;4.263288;8.088176;8.685361;15.313435;19.582088;20.132694;19.299541;14.043998;581.702576;2.759686;2.543096;3.088539;2.351198;2.781201;2.780978;2.269307;1.946657;2.463838;2.375532;2.068078;2.278515;0.000103768;25.12883568;27.18580437;49.74734497;15.27316189;92.80166626;43.89487457;134.3320465;86.58812714;65.49533081;40.38166809;88.53772736;93.94011688;1.000788553;0.996703977;0.926500664;2171;296.4166667;296.4166667;296.4166667;296.4166667;296.4166667
404;8.69506;53.1177;14.47169665;10.73070451;15.64034151;13.41728916;13.93695573;2.773805;6.130599;9.050418;12.48654;7.970162;5.646425;695000;0;0;8866250;0;13737500;30000;0;2868.053955;31114.00586;72585.39844;0;0;0;4628.988281;0;31003.70703;0;0;0;0;0;4068.257324;0;10874.15137;0;0;2635.824219;240.803543;57.148197;18131.29492;976.520386;120915.6875;1489.87146;112.584007;12.656137;6.470994;3.993634;0.259356;3.479752;7.265369;7.847289;14.173246;17.215256;17.58296;17.559269;13.879788;409.435608;3.862932;3.136402;3.638084;2.640009;3.588367;3.036724;3.173919;2.68126;2.960205;2.500386;2.629768;2.702756;6.85E-05;68.20278931;52.52895355;60.08646774;28.14388466;35.23087311;115.5425339;90.33511353;75.28101349;79.95557404;81.8631897;68.05412292;79.95926666;0.270523939;0.213290092;0.296190489;2544;0;0;0;0;0
405;8.700103;49.300731;18.41469524;13.49625085;17.6214178;15.38798017;17.00071453;3.161256;9.544646;4.622143;5.519766;9.159135;161.574692;23125;0;0;525000;0;1962500;0;0;4435.619141;22764.66602;56596.70703;0;0;0;11456.66406;0;22788.37695;0;0;543.818176;0;0;12449.74219;0;29105.74414;42.135101;0;25219.96289;398.615112;0;122432.2422;3600.09668;301607.4063;8968.144531;25.795475;12.150094;5.804967;3.247132;-2.184265;4.729575;8.712713;9.20609;15.457584;20.309952;20.62604;20.07164;14.242309;481.10321;2.358944;2.361635;2.83782;2.276946;2.549048;2.758038;2.057503;1.865257;2.224014;2.234616;1.821055;1.981745;6.38E-05;25.20090675;35.94595718;61.65538406;17.0736866;56.23263931;58.51172256;95.37258148;55.2261734;73.58154297;56.72582245;96.10301971;89.85625458;0.62694447;0.618407716;0.510473611;3779;0;0;0;0;1151.541667
406;8.735047;53.124561;22.2265071;16.05193197;22.04834787;19.21854762;20.72150635;2.772688;21.505644;10.57097;12.124331;19.634815;6.589335;1253125;20625;1875;6657500;170000;15048750;415000;5000;8186.990723;45099.78125;93786.47656;0;0;0;22148.00391;0;42252.29688;0;0;3948.588379;0;0;10563.6543;764.017456;15072.00977;1796.145386;0;11008.55371;0;0;73325.98438;527.940247;156828.375;2372.5979;0;12.652137;6.454461;3.99354;0.255809;3.477039;7.270845;7.85122;14.187652;17.224546;17.585203;17.570099;13.887721;410.367981;3.834122;3.115812;3.613871;2.624208;3.565263;3.019537;3.161432;2.670543;2.948482;2.486712;2.617014;2.687413;6.83E-05;68.30296326;52.3947525;59.70572662;28.29575157;35.15052795;115.2357788;89.03683472;76.19871521;78.49887848;81.84867859;67.69509888;79.28969574;0.981150957;0.900536034;0.771441228;913;0;0;0;2069.125;2069.125
407;8.746343;50.125332;36.94605977;26.38393878;32.16080598;30.14921429;33.14756244;3.073126;34.774399;16.442095;20.084728;32.787296;101.38372;2015000;30625;3125;5663750;231250;7758125;566250;8125;13608.08691;89088.54688;210489.6719;0;0;0;18961.44922;0;40384.67578;0;0;4110.212891;397.742889;58.634315;27484.73047;1234.26062;86211.05469;2066.651611;172.638;10908.08301;0;0;166031.8125;433.534149;456361.3125;1118.47937;0;12.027156;5.903893;3.463156;-1.334844;4.278713;8.097399;8.700754;15.334122;19.611036;20.166252;19.327538;14.061414;557.331421;2.779581;2.559589;3.107291;2.366207;2.809851;2.796275;2.271142;1.958927;2.476866;2.384846;2.082654;2.288612;9.81E-05;25.11802101;26.87322044;50.90658188;15.81389332;94.26365662;45.58905411;137.5807037;82.96793365;65.6233139;41.77815247;88.35997009;93.11610413;0.99400078;0.978210828;0.916259395;2729;0;296.4166667;296.4166667;296.4166667;296.4166667
408;8.769324;50.804258;22.21582415;16.63704082;22.74425604;22.02302741;21.26065427;2.942146;9.185516;2.034523;3.983049;8.594724;181.564835;0;0;0;998125;0;1715000;0;0;7820.082031;34292.39844;51397.11719;5739.680664;0;0;18070.21484;0;29048.95508;974.425964;0;0;0;0;0;0;0;0;0;31810.02344;467.094635;75.745422;162881.875;2891.000977;286204.1875;8327.612305;189.087509;11.095336;4.988631;2.30891;-2.505229;3.023631;6.853882;7.319079;14.06243;17.816408;18.460424;17.671684;12.804723;327.602966;3.214949;2.6731;3.295413;2.626389;2.993495;2.935022;2.52862;2.075416;2.595611;2.516719;2.190908;2.437592;4.99E-05;31.7111702;38.9197197;38.20540237;22.33876419;76.71356201;68.98822021;150.6110535;126.5636902;51.48960495;31.82278252;69.98864746;99.87219238;1.000793984;0.841202893;0.739234698;3185;0;0;0;0;0
409;8.770508;50.807167;43.84107551;32.31219834;26.66364746;26.99890097;35.95121846;2.93944;10.965616;2.069995;4.073781;9.553913;191.105484;0;0;0;1044375;0;1742500;0;0;7586.131836;34461.86719;52293.42969;6111.229492;0;0;17996.44336;0;29037.95508;118.2901;0;0;0;0;0;0;0;0;0;32363.44727;525.174622;33.771595;160228.5781;3528.112793;288209.375;7564.064453;102.803139;11.095205;4.98632;2.304984;-2.507318;3.017329;6.851598;7.316457;14.060735;17.814028;18.458265;17.670338;12.803773;327.335724;3.216485;2.673043;3.295911;2.626245;2.993062;2.93439;2.529233;2.075741;2.595808;2.517102;2.190946;2.437608;5.02E-05;31.7111702;38.9197197;38.20540237;22.33876419;76.71356201;68.98822021;150.6110535;126.5636902;51.48960495;31.82278252;69.98864746;99.87219238;1.000794051;0.885367313;0.719789118;1652;0;0;0;0;0
410;8.784892;50.101494;43.57845492;30.8431276;34.03904394;30.24777913;37.61180179;3.072942;20.098362;11.290696;14.103963;18.711191;107.953728;403125;625;0;1766875;55000;7872500;163750;0;12380.53906;76232.92188;160059.7813;0;0;0;344.064545;0;41766.92188;0;0;5322.935547;178.945587;76.686462;21291.85156;910.90918;55012.44531;2429.965332;119.827011;24991.34961;195.543747;0;184585.7344;2674.99585;351252.6875;6647.958008;0;12.044794;5.933083;3.487511;-1.327796;4.335526;8.143759;8.751403;15.373168;19.665895;20.221617;19.386131;14.091808;546.282043;2.79325;2.576393;3.128447;2.380227;2.837234;2.813852;2.262218;1.968303;2.481512;2.388784;2.090745;2.291085;9.28E-05;24.73188782;26.19323921;52.47990799;15.50562286;94.68300629;45.99642181;137.8374481;80.14759064;65.68812561;43.02570724;89.07436371;91.8944931;0.996577082;0.900412631;0.843339842;3158;296.4166667;296.4166667;296.4166667;296.4166667;296.4166667
411;8.80122;53.83017;11.29903136;9.784102041;11.545077;11.06554248;11.04681866;2.808341;0.004163;0.550898;0.365848;0.042666;-1.146563;0;0;0;233125;0;1095000;0;0;37.655708;1836.576172;5088.860352;0;0;0;0;0;2736.03833;0;0;0;0;0;5414.650391;0;11132.19531;0;0;2515.529297;0;0;20705.9375;0;51280.69531;258.78299;0;12.862662;7.342861;4.622038;1.541969;3.10161;6.636189;7.628689;13.193503;16.340406;17.007769;17.350822;14.42715;314.956909;6.345539;5.293374;6.083202;4.641475;5.660351;4.647377;5.453776;4.225267;4.893082;4.097386;4.368503;4.357894;5.07E-05;53.00033569;54.37343597;64.14647675;34.33989334;41.30556488;110.6389542;116.733223;71.67221069;97.49370575;132.1955261;102.5042038;96.74984741;0.103090351;0.004123614;0.002950516;6174;0;0;0;0;0
412;8.81578;53.077151;24.03042921;17.78561972;22.60164483;20.57542787;22.17170718;2.779453;31.182978;15.065096;20.386236;29.91169;11.83548;14375;0;0;1290000;0;5017500;0;0;8818.624023;64574.25391;147458.6563;1595.954956;0;0;28703.75391;64.715263;72438.99219;523.447937;0;4221.776367;0;0;22742.08008;1080.074707;50192.26172;1542.721191;0;39718.13281;476.96637;43.516647;260311.9063;3131.646729;472961.5938;11214.31934;163.056015;12.679775;6.445271;4.004962;0.198015;3.493876;7.305937;7.884907;14.249592;17.292593;17.655035;17.632;13.91946;428.39566;3.794837;3.089561;3.591618;2.593691;3.530183;2.995091;3.136615;2.638883;2.919861;2.466683;2.603266;2.657563;6.64E-05;68.31868744;51.90836716;58.22595978;27.27648735;35.32786179;114.0447159;89.69716644;78.16163635;76.05497742;79.46573639;65.67326355;77.66941833;0.994048742;0.863756393;0.855980563;1626;0;0;0;2069.125;2069.125
413;8.817251;49.653465;8.670090959;6.957306122;8.090423484;7.681011905;8.111632158;3.051882;0;0.276335;0.397522;0.032848;469.850342;0;0;0;0;0;35625;0;0;1.141143;6081.405273;13947.04688;0;0;0;0;0;0;0;0;0;0;0;9921.672852;0;23327.63867;0;0;902.612183;0;0;52599.78125;0;129602.7969;0;0;11.269522;5.065128;2.472071;-2.827259;3.865774;7.633963;7.942517;14.335926;18.77626;19.148581;18.701544;13.036511;356.380463;2.717666;2.596018;3.095866;2.418083;2.851823;2.889871;2.237492;2.016444;2.387272;2.383464;2.012018;2.179149;5.26E-05;26.71013641;38.02102661;60.05234909;13.62294292;76.19705963;59.4519043;119.4045181;64.32417297;70.99178314;47.89605331;102.7307816;94.48423767;0;0;0.003901269;6409;0;0;0;0;0
414;8.825173;53.078663;48.44308312;34.38806496;29.92214876;28.82605012;39.48790167;2.778618;27.992258;15.130703;18.111216;26.997641;10.982271;0;0;0;536875;0;4338750;0;0;8747.025391;59693.17969;149259.7031;752.905273;0;0;16870.82031;0;84491.71094;0;0;6165.557617;677.142639;70.393509;23542.57031;1803.461182;51458.77344;3227.120605;254.967865;43448.15625;118.296494;13.51137;253936.2969;3161.787598;482126.4688;10369.7832;51.132751;12.679283;6.442194;4.005061;0.198094;3.49319;7.307476;7.886705;14.253699;17.295435;17.656355;17.63599;13.922492;425.034729;3.788411;3.084922;3.586231;2.590319;3.524989;2.991389;3.133954;2.636858;2.917361;2.463762;2.600899;2.654345;6.67E-05;68.33921814;51.91205978;58.21110535;27.51568031;35.58336258;113.8809128;89.91272736;77.92129517;76.08208466;79.47964478;65.4916153;77.61248016;0.983825546;0.976069289;0.884522803;4253;2069.125;2069.125;2069.125;2069.125;2069.125
415;8.904442;48.645608;14.97613986;11.74877551;14.66865597;13.70784558;14.16740341;3.192037;8.937729;1.683956;2.240104;7.415331;467.681824;61250;0;0;768750;0;1046875;0;0;5494.880371;15018.14063;27006.80273;0;0;0;17558.49219;0;29019.10156;0;0;443.14212;0;0;5464.890137;0;9744.014648;0;0;24165.25977;328.642212;0;82248.90625;4437.814941;174023.25;10574.125;25.092043;10.681169;4.361602;1.327815;-4.621321;3.417076;7.035903;7.27835;13.567102;18.303017;18.681648;18.720694;12.479676;400.043549;2.56385;2.614998;3.085232;2.351996;2.540054;2.895653;2.214858;1.862685;2.177993;2.246448;1.756598;2.054357;5.28E-05;28.00232887;34.1391449;43.87330627;37.72841644;59.72936249;74.80871582;119.4379501;82.21070862;50.09082031;53.17722702;83.68177795;62.13843155;0.999317334;0.801892588;0.538403087;2522;0;0;0;0;0
416;8.916966;53.060045;24.92844722;17.03449454;24.34155181;18.75103241;22.69677496;2.777307;22.117634;9.882723;13.774405;23.513853;8.188685;934375;0;0;2756875;23125;5788750;131875;0;6834.783203;57598.41406;108609.0625;0;0;0;25291.48438;0;67415.53906;0;0;2649.841553;306.62207;0;11570.56934;907.290222;28549.57422;1508.303467;50.64883;13345.65234;0;0;156269.2656;1665.321045;322498.25;3838.320801;0;12.681133;6.411857;4.002897;0.172744;3.49251;7.338181;7.907917;14.302752;17.342161;17.697144;17.693407;13.9529;399.441681;3.738971;3.050692;3.551463;2.561769;3.482692;2.963299;3.11205;2.615961;2.894788;2.444871;2.58786;2.625834;6.19E-05;68.31478882;51.80791473;57.83670425;28.75101852;37.26764297;112.8243179;92.64692688;76.79862976;76.6807785;79.2390213;64.26043701;77.04393005;0.552387967;0.576457991;0.655204474;4515;0;2069.125;2069.125;2069.125;2069.125
417;8.92157;50.13577;27.85177686;21.20153061;26.55667788;25.7487619;26.07641925;3.072924;26.298559;6.404155;10.046168;23.209909;108.097313;261875;0;0;2485000;0;4001250;24375;0;7808.779297;43544.59375;80771.0625;0;0;0;44494.85156;0;100084.5391;0;0;4088.909668;0;0;12952.83887;0;17846.11914;0;0;30146.96094;228.56369;0;141151.7188;2961.214355;295691.5313;7241.847656;38.015026;11.8395;5.775063;3.290591;-1.797941;4.184104;7.986316;8.580108;15.209518;19.441347;20.000107;19.212931;13.901296;472.65155;2.817645;2.570554;3.11631;2.4021;2.884884;2.835474;2.27792;1.987959;2.493092;2.388528;2.108104;2.280327;7.69E-05;25.53278542;27.83655357;54.40119171;17.56620789;98.89208221;45.68809891;146.592041;71.85018158;66.8807373;46.40835571;86.52099609;92.32151031;1.000799708;0.840519713;0.84300129;1830;0;0;0;0;819.3772443
418;8.928171;51.430897;8.98790573;7.018002774;9.70864786;9.393737864;8.822942068;2.882993;0;0.036336;0.047084;0.010939;357.230957;0;0;0;0;0;0;0;0;25.601643;1177.842163;2492.989746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1825.359741;0;0;26859.8418;0;76107.85938;0;0;11.190444;4.936844;2.184245;-2.225158;2.694537;6.678006;6.553324;13.343332;16.908823;17.473183;16.99262;12.409666;315.455811;3.806109;3.033979;3.782342;2.880046;3.454362;3.209675;2.94698;2.292424;2.833925;2.66715;2.42306;2.620238;4.10E-05;43.98630142;52.19907761;44.32539749;22.35919952;54.48886108;73.47286224;149.0633545;100.8848648;51.82195282;62.72551727;91.39052582;69.62096405;0.023498698;0.000939948;0.015999617;6324;0;0;0;0;0
419;9.001981;49.672507;17.0057368;13.53753742;16.00469932;14.74661905;15.89163106;3.075129;11.010352;1.009438;2.468103;9.560435;209.189407;4375;0;0;41875;0;49375;0;0;6587.379395;18397.9668;20718.30469;0;0;0;0;0;0;0;0;3164.757812;0;0;13621.05566;966.879517;22813.26758;1636.652832;0;28611.93164;25.003143;0;101418.5;1600.12207;148665.5781;7342.387695;0;11.262859;4.979974;2.303227;-3.075039;3.773582;7.565558;7.935141;14.293081;18.680653;19.058891;18.703287;12.98051;331.908783;2.762458;2.610356;3.101058;2.451503;2.893704;2.927681;2.238209;2.008267;2.374014;2.362061;2.03076;2.134925;4.92E-05;27.50679779;44.7062645;65.47628021;21.04187202;83.8421936;66.92017365;132.3591003;64.8106308;74.03180695;53.99520874;103.3720703;99.97874451;1.00080048;0.95642189;0.864697651;2515;0;0;0;147.2083333;147.2083333
420;9.01652;48.80102;52.59094708;38.36517007;33.83997991;29.32952854;43.20138608;3.189411;9.791759;3.544685;4.189201;9.295238;391.762024;0;0;0;723750;0;1394375;0;0;8468.988281;32631.55859;65634.17188;795.142456;0;0;25430.6875;0;47426.91406;0;0;0;0;0;475.399017;0;509.840515;0;0;33485.41406;542.223389;85.859497;144412.9219;4191.092773;286530.125;10607.11328;161.07991;11.170014;4.797289;2.009717;-3.790781;3.825742;7.623723;7.799531;14.094694;18.92219;19.256618;19.190187;12.973864;462.515991;2.479893;2.496577;2.961219;2.287254;2.508234;2.864974;2.186363;1.856584;2.159648;2.205514;1.774757;1.963374;6.83E-05;23.5133934;26.83683968;47.0694313;33.85918045;60.91638184;75.83357239;115.6464081;69.36588287;56.20891571;62.34943771;85.13002014;53.52294922;1.000800444;0.942088889;0.744906262;3708;533.5;533.5;533.5;533.5;533.5
421;9.031754;51.154843;6.946122222;5.533673469;6.399321048;6.308702381;6.486186957;2.870369;0;0.017492;0.012728;0;468.74707;0;0;0;41250;0;53125;0;0;0;935.892822;2570.069092;0;0;0;0;0;0;0;0;0;0;0;0;0;776.771973;0;0;0;0;0;27778.54688;0;82050.17188;0;0;10.841153;4.633441;1.949744;-2.507725;2.477665;6.468717;6.622604;13.341593;17.049307;17.677816;17.111736;12.290149;286.933563;3.420254;2.770531;3.403993;2.602405;3.066596;2.916525;2.617982;2.09457;2.604566;2.534709;2.211084;2.46488;4.17E-05;32.24869156;43.48110962;43.33276367;17.11553001;62.46353912;53.10255432;152.2021179;99.58937836;51.80746841;41.97622681;75.21196747;73.84224701;0;0;0.000383965;6619;0;0;0;0;0
422;9.051178;48.507703;22.16908685;16.18190476;20.59804217;19.67890819;20.41745308;3.206021;12.335585;3.302864;5.487193;10.493871;326.722198;74375;9375;1875;786250;46875;1500625;68750;3750;8197.344727;39528.60156;67007.45313;0;0;0;10329.52344;0;25938.20313;0;0;7213.926758;0;0;23245.54688;0;29417.44141;0;0;22827.95703;252.442886;47.290539;134027.7969;3274.56958;260038.8906;7986.702637;123.753952;10.716566;4.398273;1.259607;-4.42628;3.427315;7.190247;7.542603;13.753445;18.537271;18.947628;18.99505;12.645341;350.388885;2.484848;2.570829;3.001067;2.328566;2.497964;2.815937;2.139046;1.803025;2.135555;2.203655;1.729435;2.008394;5.13E-05;28.11931038;32.01556778;41.02996826;46.64974594;63.37368011;68.78354645;126.2150879;104.4516907;45.06528854;48.12350082;82.7888031;57.0409317;0.984561579;0.791755993;0.665298142;2896;0;0;0;0;1088.125
423;9.05802;48.52023;60.62955747;41.15544218;35.66027122;30.5719603;48.11250572;3.199178;16.01276;3.277659;6.794875;14.658253;343.390594;15000;0;0;806250;0;1238125;3750;0;10370.67188;49996.45313;65231.75391;0;0;0;10482.70215;0;24865.00195;0;0;3865.59668;0;0;19898.67773;0;27289.92969;181.845551;0;35617.71484;379.833496;52.078941;183691.2813;2905.010742;265590.8438;8358.257812;107.015068;10.724932;4.412057;1.295948;-4.401269;3.428597;7.197181;7.545786;13.757565;18.548328;18.956289;19.00028;12.655376;354.930573;2.480907;2.563607;2.994089;2.324908;2.496818;2.815764;2.139199;1.804054;2.133549;2.200728;1.730979;2.004128;5.20E-05;27.89055443;31.87288475;41.72935486;46.40729141;63.62921524;70.58352661;126.7285233;103.1299591;45.23326874;48.5071907;82.41639709;56.0904541;0.981801222;0.879462295;0.867866223;3763;0;0;0;0;1088.125
424;9.06255;52.17017;14.3430846;10.92219048;15.267638;12.78881046;13.76359138;2.848904;2.509046;0.83959;1.430478;2.560873;56.822414;451250;0;0;1220000;0;1583125;42500;0;1008.470032;8770.361328;18630.29102;0;0;0;0;0;0;0;0;2123.768799;0;0;7896.877441;332.444153;13468.67676;917.076721;0;4939.290039;125.103882;0;61149.71875;664.85498;176510.5;1506.904907;0;12.170901;5.816206;3.343274;-0.565445;3.419806;7.520069;7.509219;14.20176;17.478064;17.90679;17.769001;13.455642;376.224731;3.754639;3.055261;3.649273;2.526977;3.387272;2.977724;2.90928;2.303746;2.82088;2.519699;2.498054;2.536957;5.56E-05;50.32252502;49.72842407;46.56583023;20.42137337;44.19348145;66.05758667;160.715744;88.45612335;92.39533997;70.89273071;80.4720993;89.82744598;0;0.144639963;0.251001862;5808;0;0;0;9.458333333;87.90151292
425;9.117973;49.991518;29.30997247;24.38408844;34.58852333;31.67553571;29.85379841;3.055085;4.239407;5.40449;6.298277;4.511617;136.116989;0;0;0;1718750;0;4776250;0;0;3137.280029;30033.83789;70555.07813;4111.42041;0;0;27811.56836;0;57466.5;1814.194702;0;0;0;0;8808.119141;0;16831.00195;0;0;14514.85352;400.241638;25.231081;121175.8594;3197.064209;316206.5;6428.054199;116.326996;11.610369;5.530664;2.939946;-2.559769;4.006592;7.851995;8.318099;14.821546;19.033661;19.568226;18.9918;13.547796;412.929565;2.873669;2.608114;3.143805;2.478607;3.008643;2.929641;2.268713;2.021447;2.446217;2.363059;2.101163;2.192168;7.09E-05;23.14835167;28.61520576;59.28219604;20.28148842;102.8137665;47.77621841;144.355072;63.35900116;68.17713165;54.83291245;87.70899963;92.45134735;0.95662538;0.66388387;0.440220111;3457;0;0;0;3933.873469;3941.366911
426;9.156908;53.896117;25.4165441;22.92850238;23.81086265;23.49841667;24.37764748;2.817312;9.714169;4.051455;7.870461;10.76945;0.165925;442500;625;0;4555000;32500;6642500;98750;0;1359.965576;7548.210449;9416.981445;0;0;0;0;0;9396.068359;0;0;0;0;0;52.739574;0;7995.888672;0;0;13506.86133;445.882385;59.800289;66865.78125;2335.358398;94875.78906;4387.053711;108.688538;12.558324;6.68661;4.227963;0.979168;2.9594;6.523893;7.484233;13.477924;16.49995;16.877018;17.137774;14.082527;320.388275;4.397858;3.607272;4.286403;3.165757;4.077005;3.456005;3.938591;3.249325;3.639772;2.906829;3.139954;3.106018;5.00E-05;52.24584961;54.06704712;63.52373505;38.77466965;51.87199783;113.8383484;101.7147293;65.08994293;95.0267334;146.1927185;101.3566971;102.6864929;0.746136673;0.441942874;0.362172148;2190;0;0;0;0;0
427;9.169289;47.664361;22.79796714;17.43321775;20.07759315;18.72446675;20.7404496;3.31609;16.846401;4.030332;8.199907;16.852097;403.910645;34375;0;0;2135625;0;2521875;0;0;11167.20898;58850.04688;80293.05469;987.893799;0;0;5661.02832;0;12242.40332;0;0;5549.389648;0;0;22371.00195;0;37868.57813;0;0;26877.05859;541.03595;134.439484;179156.4688;5172.363281;278217.8125;12763.5293;227.062653;11.451478;4.663768;1.208593;-3.066621;2.332393;7.216771;8.577357;14.710679;19.917406;19.91967;20.380705;13.660609;314.555878;1.833271;2.166701;2.071285;2.008504;1.826594;2.306458;1.938467;1.752897;2.016374;1.992494;1.532044;1.625895;5.06E-05;42.28173065;39.47834778;47.48979568;131.3928528;65.83713531;88.27494049;147.7061615;147.2537231;81.9761734;39.75640869;88.75209808;94.57543945;0;0;0;1802;0;0;0;0;0
428;9.171544;49.869422;18.6922522;14.59346259;16.02106782;15.18760714;16.94175837;3.068744;1.718701;1.377421;1.682467;1.620337;125.280701;0;0;0;501875;0;1358750;0;0;2782.794678;11409.26856;24676.91406;0;0;0;10979.78027;0;21488.71484;0;0;0;0;0;0;0;704.216431;0;0;20351.99805;370.142151;69.982155;95222.69531;4406.949219;184448.5469;9726.432617;115.661865;11.55307;5.421932;2.797473;-2.906868;3.898145;7.751092;8.224618;14.654347;18.908733;19.452864;18.920641;13.441164;403.525299;2.8897;2.64097;3.159923;2.50597;3.02066;2.966521;2.275664;2.031626;2.405602;2.343909;2.085443;2.148246;6.15E-05;22.15908813;32.66415024;56.46427917;22.44521904;100.4649124;56.19688416;137.8571777;62.78879547;66.18750763;55.37169647;88.96356964;91.17848969;0.982303603;0.783499693;0.432620314;2826;0;0;0;0;0
429;9.172792;48.899233;24.86529248;18.06564626;28.28498741;24.58931677;24.35805145;3.205106;18.032619;10.331203;15.384855;20.487597;302.707886;411250;0;0;2121875;0;3123750;0;0;10065.94531;61035.30859;129420.1797;0;0;0;16399.66797;0;36729.87891;0;0;1941.738525;0;0;11632.33203;0;12118.83496;0;0;34252.66797;697.869995;108.743233;193297.7969;4307.407227;477272.5;10659.26758;224.103836;11.701087;5.308876;2.635071;-3.080764;4.219817;8.26478;8.579626;14.865607;19.819317;20.126322;19.951759;13.740782;495.599823;2.425597;2.388128;2.834216;2.289163;2.507171;2.824362;2.149933;1.826472;2.150868;2.178075;1.784683;1.892802;6.92E-05;23.22703743;24.48912811;55.57362366;29.92186737;66.25010681;79.35368347;116.5232697;67.34001923;59.9372673;66.16662598;93.5029068;54.58054733;0.909433208;0.838484488;0.813644641;2932;0;0;0;0;337.75
430;9.18072;48.78313;63.32151439;51.05901974;45.69453086;50.75763975;55.59234079;3.158464;84.318871;20.734846;27.633265;69.305573;252.949448;53125;0;0;534375;1875;3785000;26250;0;15321.43652;103506.0469;229946.3125;0;0;0;1036.960938;0;25042.62695;0;0;14778.76465;357.526001;43.1889;39859.49219;2363.525635;58823.24609;5276.189453;166.050247;29583.74609;155.944916;6.172304;280575.6875;1265.298218;585914.8125;4881.430176;80.121902;11.232156;4.922748;2.197821;-3.611183;3.86624;7.716517;7.99345;14.2665;19.160868;19.544806;19.45232;13.225893;507.745972;2.430906;2.43565;2.876315;2.28001;2.506791;2.815078;2.150636;1.816151;2.139546;2.177156;1.777525;1.931721;7.54E-05;23.41067505;25.14386177;50.01810074;35.89966583;69.34436035;81.29529572;121.9150543;71.93763733;55.09634781;59.97579193;85.99767303;48.40561676;0.981895244;0.944695255;0.930132241;1006;0;0;0;533.5;533.5
