FID;Longitude;Latitude;wkd_day_value;wnd_day_value;wkd_night_value;wnd_night_value;mean_value_NO2;radiation;nightlight_450;nightlight_4950;nightlight_3150;nightlight_900;elevation;industry_1000;industry_100;industry_25;industry_3000;industry_300;industry_5000;industry_500;industry_50;population_1000;population_3000;population_5000;road_class_1_1000;road_class_1_100;road_class_1_25;road_class_1_3000;road_class_1_300;road_class_1_5000;road_class_1_500;road_class_1_50;road_class_2_1000;road_class_2_100;road_class_2_25;road_class_2_3000;road_class_2_300;road_class_2_5000;road_class_2_500;road_class_2_50;road_class_3_1000;road_class_3_100;road_class_3_25;road_class_3_3000;road_class_3_300;road_class_3_5000;road_class_3_500;road_class_3_50;temperature_2m_10;temperature_2m_11;temperature_2m_12;temperature_2m_1;temperature_2m_2;temperature_2m_3;temperature_2m_4;temperature_2m_5;temperature_2m_6;temperature_2m_7;temperature_2m_8;temperature_2m_9;TROP_2018;wind_speed_10m_10;wind_speed_10m_11;wind_speed_10m_12;wind_speed_10m_1;wind_speed_10m_2;wind_speed_10m_3;wind_speed_10m_4;wind_speed_10m_5;wind_speed_10m_6;wind_speed_10m_7;wind_speed_10m_8;wind_speed_10m_9;trop_mean_filt_2019;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;BldDen100;BldDen500;BldDen1000;NDVI;trafBuf25;trafBuf50;trafBuf100;trafBuf400;trafBuf800
167;13.529504;52.485296;21.53877941;15.26706122;20.47301013;17.10838095;19.66846912;2.90674;18.791441;16.341122;14.149224;17.042147;40.371368;0;0;0;375000;0;1653125;0;0;14128.84961;97087.78125;292693.7188;0;0;0;0;0;3521.712891;0;0;0;0;0;7494.699707;0;44761.59375;0;0;33391.48828;545.449402;161.94989;177470.7813;4352.986328;516085.4063;10785.16309;257.412476;11.95036;5.877323;3.200914;-1.610059;1.847214;6.84977;8.026645;14.683453;18.511135;18.665691;19.02928;14.168619;468.768768;3.712871;3.16698;3.713381;2.793508;3.345189;2.993697;3.365313;2.79707;3.182369;2.519395;2.718136;2.94984;6.48E-05;37.90892792;30.5708065;47.03146362;26.16023064;23.8151226;156.6139526;144.1387939;64.34922791;32.13238907;83.72749329;70.62310028;38.09831619;0.901329515;0.894394641;0.898122661;2862;0;0;0;0;0
168;13.582269;52.677651;28.90608313;19.69832653;21.58489423;16.28316667;24.20690199;2.900763;12.400044;2.246494;3.756088;11.224075;72.469505;0;0;0;853125;0;1080000;0;0;4791.319824;18810.33594;33503.17188;0;0;0;11540.78223;0;21098.28711;0;0;0;0;0;0;0;0;0;0;26077.10742;218.088516;75.862885;130594.7422;2950.339844;268471.3438;8383.078125;125.830025;11.750486;5.728727;3.051406;-1.471611;1.713794;6.607068;7.740166;14.358456;17.970156;18.237112;18.6931;13.930832;401.095734;3.769026;3.24492;3.793604;2.839211;3.408939;3.00568;3.385213;2.817616;3.201708;2.533281;2.768809;3.020555;5.11E-05;37.82569504;28.48008728;49.69945908;27.45730019;30.23667717;136.896637;141.2678528;66.37548065;34.11047363;76.66494751;71.75623322;38.12268448;0.917154335;0.881990239;0.75774379;3505;916.5416667;916.5416667;916.5416667;916.5416667;916.5416667
169;13.64705;52.447697;13.15226992;9.297414966;13.98322471;12.21945238;12.52701845;2.893621;3.992688;3.9309;2.315109;3.54205;37.140392;0;0;0;14375;0;250000;0;0;2984.828125;18368.19336;83542.71875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7660.678711;12.210171;0;46353.10156;574.823181;287390.8438;1233.015869;0;11.973983;5.900531;3.229633;-1.539953;1.834067;6.921819;8.079429;14.760064;18.594273;18.729385;19.102835;14.215238;417.008728;3.722004;3.165666;3.712924;2.796103;3.347163;2.996314;3.373837;2.80338;3.197786;2.541929;2.717628;2.95936;5.23E-05;37.15811539;31.71388054;43.5384407;26.94430351;24.09942055;157.2417603;138.4624329;60.03413391;30.74337769;83.056633;68.48032379;37.44701004;0.061295932;0.182785882;0.192138526;3849;0;0;0;0;0
170;13.675005;51.119514;12.87834211;9.262238095;13.0610625;12.17567857;12.16614491;2.980898;0.682767;3.267363;2.796081;1.171977;247.269379;0;0;0;571250;0;2005000;0;0;1252.682251;18775.90625;68531.42969;0;0;0;0;0;21824.68945;0;0;0;0;0;0;0;6385.873047;0;0;10237.80371;82.702057;0;141871.1719;1407.414062;314380.5938;3701.75;5.7155;11.529484;5.336074;2.454682;-3.48342;1.674513;6.798166;7.611165;14.312298;18.743921;18.877853;19.196238;13.437531;420.695801;3.619841;3.056155;3.619821;2.887511;3.073896;2.980289;2.998427;2.428905;2.822566;2.443323;2.412417;2.60484;6.18E-05;38.01674271;32.87939072;54.06627274;40.23195648;20.70572472;70.63768768;97.63962555;77.00970459;32.65628052;68.88136292;55.43317795;45.14714432;0.448964951;0.370179213;0.283426999;5478;0;0;0;0;0
171;13.730205;51.036105;20.03538526;13.88898639;18.38081435;16.02803571;18.08904482;2.965122;21.324776;12.366096;16.215698;21.809673;121.581619;21250;0;0;1488125;0;4629375;0;0;11494.7666;84765.0625;204627.5625;0;0;0;3725.387695;0;19058.18555;0;0;7418.375;0.363254;0;34386.16797;1071.989014;56938.6875;1957.353027;0;36405.53906;457.145142;34.191875;235708.9844;2993.217041;557023.4375;8965.954102;155.930176;11.483566;5.266396;2.277873;-3.851466;1.486299;6.74051;7.587138;14.309614;18.773869;18.885702;19.171225;13.347882;413.046387;3.655279;3.064281;3.65178;3.010384;3.104173;3.00169;3.033875;2.460106;2.830549;2.450492;2.421077;2.615405;6.70E-05;38.96359634;32.5078392;54.34154129;44.82653046;22.39813232;68.87246704;95.6397171;82.38877106;35.46821594;70.13365173;55.06119156;46.42296982;0.885666009;0.891135174;0.942287326;4200;0;0;0;571.125;571.125
172;13.731608;51.026294;51.58363839;37.62903401;28.39764592;22.40294048;40.62603002;2.967277;14.464865;11.487334;13.408978;13.607609;156.395584;8125;0;0;1378750;0;4569375;3750;0;9257.000977;68066.80469;180972.1875;0;0;0;10776.44141;0;22174.67383;0;0;5406.49707;405.289062;133.852798;24476.75;1285.567871;50026.79297;2278.044922;227.624542;27353.64453;301.573059;46.9758;202529.1094;2509.526611;527129.9375;5860.444824;122.544769;11.478807;5.258208;2.257242;-3.891594;1.468767;6.732451;7.582477;14.308649;18.775898;18.885672;19.166492;13.335919;405.585999;3.660441;3.066786;3.657123;3.024221;3.109522;3.005059;3.037877;2.463641;2.831805;2.452735;2.422685;2.617129;6.59E-05;39.34277725;32.58950806;54.52123642;45.5262146;22.56626892;69.02745819;95.41453552;82.89124298;35.83082199;70.40698242;55.22768784;46.67263031;0.980037544;0.825162367;0.786324052;2779;571.125;571.125;571.125;571.125;571.125
173;13.741397;51.06493;35.04708241;26.56529252;24.96938953;21.42133333;29.73436231;2.962099;24.116098;13.29963;18.029615;21.465849;117.077408;263750;0;0;2417500;0;5251250;76875;0;10992.31348;88318.45313;206314.4375;0;0;0;0;0;19586.17578;0;0;9008.722656;511.28421;75.607468;31949.97461;1818.895752;61580.23047;4110.202148;176.927185;24698.04102;119.481308;0;200310.0625;2019.251221;511519.25;7273.070801;50.278683;11.499761;5.292595;2.339166;-3.715345;1.536604;6.7719;7.607841;14.318406;18.770586;18.890984;19.192469;13.392983;428.000488;3.634923;3.051408;3.628615;2.970506;3.082722;2.988284;3.023156;2.450993;2.825937;2.44073;2.414227;2.608357;6.70E-05;37.83736801;32.36095428;54.0304718;43.30434418;22.2405262;68.54175568;96.6934967;81.41281128;34.9598732;69.78717041;54.727314;45.77056885;0.997010395;0.973020941;0.837679088;1248;571.125;571.125;571.125;571.125;571.125
174;13.75145;50.731478;7.201668059;5.551088435;7.074546332;5.692059524;6.713232621;2.910053;1.234943;0.43416;0.595099;1.497231;880.691406;0;0;0;68125;0;94375;0;0;128.611786;813.895813;3623.287598;0;0;0;0;0;0;0;0;1796.034058;0;0;8715.299805;0;15387.12109;0;0;4179.510254;0;0;18830.62109;279.48465;70101.00781;1109.35437;0;9.150823;3.136494;0.146016;-6.066467;-0.476527;4.760451;5.484514;12.389731;16.942669;17.010834;17.198217;10.964601;340.650604;3.019902;2.454944;2.922458;2.408133;2.473605;2.552526;2.810547;2.252563;2.587507;2.220406;2.066862;2.195049;4.58E-05;79.05280304;43.74135971;62.5206337;94.41156006;31.34771919;82.58995819;94.34345245;89.56179047;58.73710251;82.7766571;80.22839355;79.38710022;0;0.018022002;0.017726808;5554;0;0;0;0;387.25
175;13.822211;52.832467;28.04087125;19.00986395;18.14023786;14.17359524;22.64269277;2.870088;9.988539;1.967471;3.444447;8.518296;23.599604;0;0;0;260000;0;937500;0;0;3329.267334;14631.80078;23143.03125;0;0;0;0;0;0;0;0;2759.478271;193.379959;45.599098;8889.141602;602.875183;15178.63184;1100.736938;92.786514;24608.28906;582.225891;17.089954;86472.04688;4982.838867;130377.7031;9761.886719;85.603073;11.720678;5.750804;3.063613;-1.426167;1.592839;6.474697;7.603178;14.203401;17.784237;18.161034;18.650002;13.895063;312.978882;3.857709;3.332523;3.899815;2.902152;3.434968;3.032003;3.417503;2.834718;3.246073;2.582198;2.805561;3.105933;4.09E-05;38.11506271;28.55538559;46.49739838;27.70901489;38.8066864;116.291214;147.2484283;59.39456558;31.60475349;74.72442627;68.84750366;36.31422424;0.98622402;0.816258656;0.611528486;2499;205.25;205.25;205.25;205.25;205.25
176;13.84825;52.481882;22.57096472;15.32482313;16.89637019;12.92660714;18.92114309;2.908916;2.26128;1.026252;1.245637;2.341892;55.939869;92500;0;0;1178125;0;1740625;0;0;819.393921;4698.795898;10926.09961;0;0;0;0;0;6561.558594;0;0;1719.672607;0;0;6442.96875;0;10792.73047;0;0;9075.912109;340.56781;36.490974;37827.77344;1578.328369;115425.9531;3590.390381;101.296692;11.89083;5.836377;3.17234;-1.527189;1.810605;6.82344;7.965217;14.648826;18.481243;18.627083;19.034618;14.127983;361.960754;3.788311;3.222227;3.777407;2.840184;3.396029;3.01411;3.405859;2.826259;3.223794;2.578925;2.749517;3.021455;4.92E-05;34.58482361;31.15724182;41.75145721;26.70736504;26.9907608;141.6848907;133.0028687;61.00867462;30.08955956;78.0218277;66.1975174;36.38524628;0.855360974;0.421762917;0.24799765;2145;1005.708333;1005.708333;1005.708333;1005.708333;1005.708333
177;14.015252;52.563835;9.034953116;6.991544218;10.10318422;9.777571429;8.970798667;2.937377;0.166264;0.122466;0.0522;0.110485;89.105629;0;0;0;0;0;625;0;0;116.635025;648.399048;3064.757568;0;0;0;0;0;0;0;0;0;0;0;5192.753418;0;9376.520508;0;0;1294.38623;28.629017;0;16344.09375;237.455582;64930.80469;606.736084;0;11.717631;5.703739;3.049031;-1.572076;1.676214;6.573001;7.700594;14.362598;18.169222;18.387056;18.830107;13.927043;305.942932;3.863351;3.295441;3.861628;2.895818;3.441881;3.036029;3.441495;2.850792;3.248203;2.609089;2.792011;3.095883;4.35E-05;32.19092941;29.8347702;41.09589005;23.63627243;31.03029251;124.7799149;132.2599792;62.0849762;28.92830276;72.88360596;64.57294464;35.09368896;0.023780571;0.068988015;0.025195306;2809;0;0;0;0;0
178;14.057064;51.897598;6.37156172;5.281227462;6.48414445;6.549563107;6.207636929;2.96495;0;0.06334;0.008179;0;50.755142;0;0;0;0;0;0;0;0;0;1.738499;1476.788452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;528.153992;0;32240.15234;0;0;12.128087;5.977829;3.324342;-1.733865;2.08002;7.400455;8.525949;15.145935;19.356922;19.447895;19.862362;14.532549;343.688477;3.510813;2.981507;3.467512;2.637657;3.08408;2.870799;3.088397;2.527411;2.904842;2.401354;2.453761;2.707077;4.32E-05;30.99843788;41.54307175;37.10548782;22.02506638;28.33384323;91.11710358;118.4409943;84.52864838;39.48489761;77.81525421;45.91033173;36.40729523;0.027896932;0.001375182;0.000343796;4319;0;0;0;0;0
179;14.257407;53.520456;6.524783701;5.548474341;7.101092896;6.800369004;6.502282708;2.849166;0;0.032918;0.021249;0;22.103275;0;0;0;0;0;136875;0;0;68.34671;402.086884;1270.136963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4155.37793;0;0;16159.48535;375.025452;49179.71484;1169.374023;0;11.624873;5.84292;3.152797;-1.02626;1.377271;6.024809;7.098704;13.607314;17.156471;17.525;18.280655;13.867832;237.795807;4.473793;3.895523;4.532885;3.419633;3.914638;3.461729;3.885121;3.242501;3.793191;3.069058;3.250088;3.727318;3.46E-05;32.58307648;31.46189117;40.58203506;41.99495316;61.68270493;103.9931641;160.7094269;34.42194366;28.79032516;98.47127533;67.81127167;29.507164;0.030208103;0.087344008;0.073576104;5220;0;0;0;0;0
180;14.285139;53.064262;9.499509777;5.858639456;8.118902791;6.311071429;8.173633924;2.898957;11.438848;4.95199;5.143951;10.318673;8.162009;0;0;0;1643750;0;6558750;0;0;2977.339844;10166.87891;18083.98633;0;0;0;0;0;3390.153809;0;0;2921.114258;0;0;12252.53613;467.482849;20124.11328;1235.99585;0;25814.91797;324.710571;26.192797;75736.24219;2693.760742;115160.7969;8701.375;68.591164;11.770808;5.860203;3.156833;-1.271054;1.511313;6.415228;7.525618;14.066485;17.664618;18.189133;18.701069;13.983555;267.763977;3.978316;3.435746;3.995543;2.985651;3.509351;3.105702;3.477689;2.902753;3.341532;2.637216;2.865343;3.275013;4.15E-05;31.14943886;28.19770241;42.62493515;33.07057571;52.04525375;96.8666153;160.9530487;45.06908417;29.04687309;79.57985687;67.62422943;32.20853806;0.902250697;0.828453396;0.811642521;3976;0;0;0;295.375;295.375
181;14.327998;51.756593;37.32835083;24.8751387;22.81753749;17.97450363;29.65813132;2.963111;22.779057;5.288129;9.765059;21.351616;78.051849;105000;0;0;495000;0;693125;1875;0;8769.030273;43053.01563;68602.78906;0;0;0;0;0;15016.55176;0;0;725.265259;0;0;11976.80566;0;21839.66211;0;0;36849.19141;830.367859;156.1996;170673.8906;4572.251953;322200.25;10460.82031;297.396149;11.993132;5.861104;3.169391;-2.083664;1.848941;7.16268;8.318104;14.890968;19.287762;19.365339;19.775023;14.338478;415.568909;3.641338;3.121219;3.612528;2.77476;3.194551;2.970926;3.190947;2.58805;2.987818;2.466811;2.517557;2.77377;5.73E-05;28.39956093;39.14237976;42.4909935;23.62335777;25.73611641;88.82671356;118.9460602;88.84877014;44.55671692;77.57741547;45.42833328;38.24340057;0.997485564;0.992610504;0.954260926;2430;0;0;0;0;0
182;14.33447;51.746848;14.02551183;9.841013605;14.33201636;12.45982143;13.15232845;2.962739;13.860606;5.295139;9.457351;14.52478;78.441978;4375;0;0;237500;0;687500;0;0;7471.117676;40793.16406;69025.47656;0;0;0;0;0;19211.3457;0;0;3929.454102;0;0;11729.32422;1538.323608;22262.29883;2399.135742;0;27094.77539;211.362473;75.492538;177371.9375;2209.189209;315167.1563;8137.550293;125.821075;11.978846;5.847467;3.153643;-2.095328;1.831339;7.149051;8.299776;14.86826;19.267103;19.348658;19.75757;14.316648;414.241394;3.649511;3.128975;3.621387;2.783841;3.199744;2.977513;3.19587;2.589991;2.991995;2.469994;2.520734;2.776299;5.65E-05;28.35675049;38.93162155;42.64638138;23.8626461;25.60458374;88.67947388;118.6063385;88.89602661;44.95354843;77.57415009;45.65222549;38.38331604;0.971829388;0.939649762;0.830549061;2614;0;0;0;396.0833333;396.0833333
183;14.3764;51.5645;10.40396466;7.73498613;9.259825919;8.323992718;9.425081246;2.960811;7.944459;2.019216;2.130175;6.839172;103.348;0;0;0;1482500;0;5866250;0;0;2470.947754;8530.03125;13269.28906;0;0;0;1191.414307;0;8168.677246;0;0;2637.546631;0;0;7277.018066;0;11118.73145;484.99231;0;24119.83203;389.967682;11.1118;87208.64063;2730.121338;125638.1172;6818.96875;50.636368;11.842756;5.684458;2.9382;-2.51526;1.609783;7.038197;8.166064;14.680652;19.120333;19.260757;19.63645;14.099202;416.772797;3.766922;3.238703;3.745164;2.934761;3.269315;3.080052;3.260455;2.611498;3.052962;2.53545;2.568034;2.810475;6.41E-05;29.01601601;35.63482666;45.23900223;28.59488678;24.98864746;84.99506378;113.520462;89.16655731;50.121418;77.31652832;49.1248703;40.44981766;0.881124995;0.680885667;0.643417599;2947;0;0;0;0;411.3333333
184;14.443771;51.175669;15.68996657;10.60752621;14.2002666;10.5078799;13.87366016;3.001384;10.07647;2.094916;4.782402;10.156092;209.086868;30000;0;0;1345000;0;2411875;0;0;5707.794434;22999.96094;30726.14844;0;0;0;12572.99023;0;20916.27148;0;0;2889.213135;185.954742;60.084026;14875.23926;608.00354;23202.52539;1051.583252;103.398315;28233.04102;339.474274;0;118493.7266;2952.339355;191594.4844;8245.941406;0;11.212355;5.062614;2.091145;-3.615647;1.040776;6.49135;7.499314;13.997122;18.455719;18.661625;19.021999;13.304993;310.708527;3.671444;3.133836;3.63751;3.091351;3.106964;3.019717;3.175225;2.542772;2.906926;2.46377;2.47158;2.684328;4.79E-05;35.84669876;35.9116745;52.28398514;48.65662766;28.651474;94.37142181;114.1117554;96.33803558;58.0031929;85.84518433;44.74913025;43.75790787;0.969509233;0.97405735;0.891964194;3720;0;0;0;0;385.4583333
185;14.52596;52.33468;12.17642956;8.944639456;14.42949783;11.85547619;12.06672833;2.956921;11.532557;4.790902;8.172271;11.503282;78.356689;6250;0;0;127500;0;836875;0;0;4801.82959;27123.5;44988.96484;0;0;0;10939.71191;0;30559.69531;0;0;2639.578369;0;0;20119.33398;0;39806.60547;0;0;27406.00391;225.295547;75.101341;159037.1094;3170.782227;254149.4844;8877.969727;125.152527;11.856445;5.778769;3.141831;-1.838148;1.649707;6.746285;8.006959;14.677567;18.744576;18.887039;19.376354;14.16885;317.437805;3.904702;3.297001;3.828521;2.916108;3.482919;3.055984;3.439542;2.898697;3.243906;2.64587;2.794431;3.127676;4.40E-05;24.67875671;36.1559906;35.42593765;24.07427216;33.15581512;115.3794632;137.3306122;81.73067474;36.98312378;74.21190643;59.08200455;34.32598495;0.727795492;0.874237277;0.803239402;3553;0;0;0;0;452.7083333
186;14.538595;52.337336;40.55810088;28.34278912;27.07344712;18.9200119;32.9599726;2.95482;19.325607;4.899746;9.412919;17.784534;61.398533;6250;0;0;155000;0;750625;0;0;5845.476562;30677.7168;45100.72656;0;0;0;9663.884766;0;29703.73047;0;0;4233.410156;392.711609;109.903625;23044.56641;1207.796387;39166.8125;2044.610596;200.865372;32131.08984;270.18985;15.110421;165610.5781;3215.379395;256128.2344;7991.448242;87.684425;11.856083;5.778677;3.141373;-1.844456;1.643432;6.742088;8.006385;14.67703;18.745781;18.887304;19.379894;14.169862;316.777863;3.911624;3.303243;3.834604;2.921273;3.48978;3.060658;3.445504;2.905786;3.250175;2.651233;2.800213;3.13498;4.41E-05;24.57074738;36.00289154;35.38131332;24.06455231;33.42017365;115.2362137;137.4189758;81.60231781;37.1072197;74.12326813;59.48994827;34.36966705;0.941274255;0.912903813;0.846091967;3500;452.7083333;452.7083333;452.7083333;452.7083333;452.7083333
187;14.638166;52.146264;10.0182076;6.956605442;9.613708514;7.824011905;9.129764959;2.943167;10.263781;4.101141;8.003739;10.448187;45.571194;340000;0;0;5368750;0;8459375;24375;0;3342.498535;17570.51953;22889.78125;0;0;0;34.847057;0;1369.817383;0;0;2809.805664;0;0;9325.070312;973.863159;14499.06836;1504.835815;0;22871.81836;257.655518;0;104548.7891;2136.013672;138816.6719;5845.0625;25.001844;11.877435;5.761424;3.127788;-2.067928;1.565521;6.877926;8.130511;14.843668;19.015032;19.113012;19.617119;14.218504;317.80545;3.662727;3.08198;3.560364;2.717001;3.247933;2.90019;3.261585;2.742976;3.084552;2.514512;2.626667;2.922879;4.65E-05;25.07865906;40.64263916;36.63822556;24.58970261;30.99845505;109.9199829;127.7002716;86.00461578;41.87041092;78.50686646;55.13645935;34.79412079;0.918983818;0.74021764;0.783346945;2412;0;0;0;176.2083333;176.2083333
188;14.749731;51.285356;8.343353881;6.513214286;9.194259715;8.582806804;8.22015753;2.95558;0;0.054726;0.053854;0;153.559036;278125;30625;3125;331875;128125;640625;223750;8125;365.266724;1363.940063;3840.172852;0;0;0;0;0;0;0;0;0;0;0;0;0;3361.116699;0;0;7693.701172;0;0;35597.76953;574.916748;85402.74219;2342.516602;0;11.590424;5.437697;2.502761;-3.235158;1.166275;6.785694;7.893444;14.285705;18.804066;19.068687;19.472666;13.675247;333.868286;3.731308;3.217556;3.711769;2.98577;3.19038;3.039703;3.210401;2.534595;2.954031;2.493028;2.488756;2.721159;4.71E-05;30.89932632;36.06945419;51.01335526;43.77986145;27.83542824;81.89958954;112.6608658;92.33473969;60.93890762;84.78307343;41.72808075;42.40516663;0.717315596;0.268218928;0.135062186;4025;0;0;0;0;0
189;14.822846;50.892377;13.54269295;9.770034106;13.04343674;11.28222884;12.48993845;2.978624;5.532133;2.082584;3.408374;5.640294;233.773895;188750;0;0;1420625;5625;2068125;39375;0;3247.932617;17908.78125;27788.89063;0;0;0;3251.927979;0;5473.761719;0;0;2005.126099;0;0;13841.28516;0;21898.77734;0;0;19624.63672;309.414307;3.094919;104287.6719;2157.889404;189150.7188;3290.139893;72.216431;10.322258;4.229054;1.007156;-5.113492;0.139181;5.691101;6.818454;13.486138;18.018911;18.109064;18.489872;12.503602;293.874786;3.327101;2.881306;3.296787;2.96903;2.84646;2.830272;3.09611;2.478121;2.708351;2.299316;2.246126;2.573881;4.98E-05;43.85164261;41.0355835;49.73892212;56.42882919;37.96803284;87.36975861;108.8280487;85.21452332;68.65077209;97.5337677;49.45970535;58.70409012;0.996691064;0.54771952;0.546400481;3611;0;0;0;0;385.4583333
190;14.973958;51.155801;27.56128405;19.76465791;18.5447107;14.39907895;22.67586588;3.013505;16.50769;6.714077;9.437798;16.05051;206.572388;380000;4375;0;1038125;71250;2261875;149375;0;7621.192871;38889.76563;62727.58203;0;0;0;0;0;17544.29297;0;0;0;0;0;10370.83789;0;22466.92969;0;0;24448.04102;239.136581;52.292149;156372.625;1821.602417;283941.9063;5871.024414;104.597458;11.018128;4.929227;1.911698;-4.220586;0.544034;6.19859;7.257477;13.659922;18.23719;18.499502;18.908678;12.988281;321.010864;3.71727;3.220277;3.740132;3.042853;3.151363;3.076093;3.242068;2.519378;2.911751;2.491771;2.427139;2.708591;4.73E-05;NA;NA;53.38690948;51.92197418;33.39453888;68.6272583;110.1274109;89.9924469;66.24568939;89.0871048;40.14545822;44.84947968;0.851950782;0.890933166;0.829316796;3985;385.4583333;385.4583333;385.4583333;385.4583333;385.4583333
191;3.749458;51.295278;15.48644693;11.52609944;16.80704579;15.58740467;15.05613835;2.960462;1.060604;1.91439;0.566366;0.866599;1.113114;0;0;0;3750;0;880625;0;0;431.499115;3340.270996;8185.643555;0;0;0;10792.98731;0;31741.97656;0;0;0;0;0;0;0;130.558716;0;0;0;0;0;28314.40625;0;60863.47656;0;0;14.040069;7.845425;5.174699;2.070908;6.035943;9.124802;9.156549;15.224157;19.135118;18.68914;18.2181;14.715696;629.362;4.412155;3.584151;4.464679;3.349053;4.225587;4.180681;3.310023;3.368111;3.943372;3.498125;2.991112;3.418542;8.75E-05;85.73694611;62.01147079;52.7201767;29.39316368;34.49858093;34.56168365;94.02341461;89.98389435;98.28940582;56.45227051;110.356842;133.509079;0.170218869;0.068681407;0.027366484;4406;0;0;0;0;0
192;3.916947;51.635556;14.69732734;10.69402473;16.89827277;15.57892512;14.54278983;3.000132;3.084091;0.78667;1.828723;3.201804;-1.056522;583125;0;0;931875;45625;931875;180000;0;510.084167;3973.745605;5248.804688;0;0;0;0;0;0;0;0;1412.684082;0;0;11440.24512;0;18217.82227;0;0;5352.03125;0;0;62689.73828;374.136292;75216.85156;1569.326172;0;0;0;0;0;0;0;0;0;0;0;0;0;580.982239;0;0;0;0;0;0;0;0;0;0;0;0;7.92E-05;81.72516632;63.55055237;50.66688156;24.40589333;35.685215;47.31801224;137.7988129;98.60305786;173.4717712;64.80149078;100.9568558;125.4843826;0;0.031998475;0.127545969;NA;0;0;0;0;25.33333333
