id_meetlocatie,ndw_index,start_meetperiode,eind_meetperiode,waarnemingen_intensiteit,waarnemingen_snelheid,gebruikte_minuten_intensiteit,gebruikte_minuten_snelheid,data_error_snelheid,data_error_intensiteit,gem_intensiteit,gem_snelheid,gewogen_gem_snelheid,rijstrook_rijbaan,voertuigcategorie,technical_exclusion
GAD02_Amstd_29_0,F4C,2017-11-01 00:00:00,2017-12-01 00:00:00,0.0,133.0,42574.0,133.0,0,0,0.0,26.82,26.82,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_29_0,F5C,2017-11-01 00:00:00,2017-12-01 00:00:00,0.0,340.0,42574.0,338.0,0,0,0.0,22.69,22.7,lane1,greaterThan 12.20,
GAD02_Amstd_29_0,F6C,2017-11-01 00:00:00,2017-12-01 00:00:00,0.0,106804.0,42574.0,37108.0,0,0,151.0,32.32,32.39,lane1,anyVehicle,
GAD02_Amstd_29_0,F1C,2017-12-01 00:00:00,2018-01-01 00:00:00,0.0,134.0,44213.0,132.0,0,0,0.0,5.09,5.14,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_29_0,F2C,2017-12-01 00:00:00,2018-01-01 00:00:00,0.0,106344.0,44213.0,38086.0,0,0,144.0,31.96,31.84,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_29_0,F3C,2017-12-01 00:00:00,2018-01-01 00:00:00,0.0,3742.0,44213.0,3441.0,0,0,5.0,26.19,26.39,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_29_0,F4C,2017-12-01 00:00:00,2018-01-01 00:00:00,0.0,127.0,44213.0,127.0,0,0,0.0,26.19,26.19,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
GAD02_Amstd_29_0,F5C,2017-12-01 00:00:00,2018-01-01 00:00:00,0.0,391.0,44213.0,384.0,0,0,1.0,24.09,24.13,lane1,greaterThan 12.20,
GAD02_Amstd_29_0,F6C,2017-12-01 00:00:00,2018-01-01 00:00:00,0.0,111368.0,44213.0,38615.0,0,0,152.0,31.47,31.5,lane1,anyVehicle,
GAD02_Amstd_30_0,F1C,2017-01-01 00:00:00,2017-02-01 00:00:00,0.0,1914.0,44573.0,1852.0,0,0,3.0,5.06,5.03,lane1,greaterThan 1.85 and lessThanOrEqualTo 2.40,
GAD02_Amstd_30_0,F2C,2017-01-01 00:00:00,2017-02-01 00:00:00,0.0,146363.0,44573.0,40157.0,0,0,197.0,23.71,24.55,lane1,greaterThan 2.40 and lessThanOrEqualTo 5.60,
GAD02_Amstd_30_0,F3C,2017-01-01 00:00:00,2017-02-01 00:00:00,0.0,8097.0,44573.0,6739.0,0,0,11.0,19.31,19.78,lane1,greaterThan 5.60 and lessThanOrEqualTo 11.50,
GAD02_Amstd_30_0,F4C,2017-01-01 00:00:00,2017-02-01 00:00:00,0.0,1150.0,44573.0,1111.0,0,0,2.0,26.7,26.76,lane1,greaterThan 11.50 and lessThanOrEqualTo 12.20,
